================ Training Loss (Wed Jun 17 20:19:29 2020) ================
(epoch: 1, iters: 100, time: 0.155, data: 0.135) D_A: 0.958 G_A: 0.994 cycle_A: 2.804 idt_A: 1.664 D_B: 0.524 G_B: 0.499 cycle_B: 3.372 idt_B: 1.364 
(epoch: 1, iters: 200, time: 0.157, data: 0.004) D_A: 0.445 G_A: 0.365 cycle_A: 2.738 idt_A: 1.267 D_B: 0.417 G_B: 0.420 cycle_B: 2.729 idt_B: 1.262 
(epoch: 1, iters: 300, time: 0.160, data: 0.002) D_A: 0.379 G_A: 0.371 cycle_A: 2.286 idt_A: 1.264 D_B: 0.408 G_B: 0.404 cycle_B: 2.578 idt_B: 1.086 
(epoch: 1, iters: 400, time: 0.221, data: 0.003) D_A: 0.308 G_A: 0.345 cycle_A: 2.609 idt_A: 1.347 D_B: 0.298 G_B: 0.415 cycle_B: 3.129 idt_B: 1.238 
(epoch: 1, iters: 500, time: 0.170, data: 0.002) D_A: 0.262 G_A: 0.411 cycle_A: 2.256 idt_A: 1.001 D_B: 0.351 G_B: 0.448 cycle_B: 2.173 idt_B: 1.108 
(epoch: 1, iters: 600, time: 0.167, data: 0.002) D_A: 0.329 G_A: 0.364 cycle_A: 2.559 idt_A: 1.116 D_B: 0.344 G_B: 0.343 cycle_B: 2.438 idt_B: 1.174 
(epoch: 1, iters: 700, time: 0.169, data: 0.002) D_A: 0.290 G_A: 0.341 cycle_A: 2.309 idt_A: 1.047 D_B: 0.283 G_B: 0.461 cycle_B: 2.087 idt_B: 1.073 
(epoch: 1, iters: 800, time: 0.204, data: 0.002) D_A: 0.282 G_A: 0.370 cycle_A: 2.543 idt_A: 1.158 D_B: 0.274 G_B: 0.393 cycle_B: 2.526 idt_B: 1.027 
(epoch: 1, iters: 900, time: 0.174, data: 0.003) D_A: 0.229 G_A: 0.411 cycle_A: 1.883 idt_A: 1.419 D_B: 0.235 G_B: 0.352 cycle_B: 3.159 idt_B: 0.896 
(epoch: 1, iters: 1000, time: 0.175, data: 0.002) D_A: 0.221 G_A: 0.379 cycle_A: 1.964 idt_A: 1.167 D_B: 0.247 G_B: 0.326 cycle_B: 2.683 idt_B: 0.931 
(epoch: 1, iters: 1100, time: 0.166, data: 0.002) D_A: 0.266 G_A: 0.344 cycle_A: 2.535 idt_A: 1.157 D_B: 0.238 G_B: 0.312 cycle_B: 2.512 idt_B: 1.155 
(epoch: 1, iters: 1200, time: 0.198, data: 0.003) D_A: 0.289 G_A: 0.382 cycle_A: 2.115 idt_A: 1.077 D_B: 0.239 G_B: 0.338 cycle_B: 2.356 idt_B: 1.172 
(epoch: 1, iters: 1300, time: 0.165, data: 0.002) D_A: 0.302 G_A: 0.490 cycle_A: 1.514 idt_A: 1.058 D_B: 0.217 G_B: 0.312 cycle_B: 2.268 idt_B: 0.771 
(epoch: 2, iters: 64, time: 0.162, data: 0.002) D_A: 0.230 G_A: 0.304 cycle_A: 1.286 idt_A: 0.869 D_B: 0.244 G_B: 0.368 cycle_B: 1.893 idt_B: 0.643 
(epoch: 2, iters: 164, time: 0.171, data: 0.002) D_A: 0.244 G_A: 0.287 cycle_A: 2.391 idt_A: 0.869 D_B: 0.281 G_B: 0.360 cycle_B: 1.937 idt_B: 0.996 
(epoch: 2, iters: 264, time: 0.219, data: 0.002) D_A: 0.243 G_A: 0.296 cycle_A: 1.811 idt_A: 1.007 D_B: 0.272 G_B: 0.310 cycle_B: 2.175 idt_B: 0.631 
(epoch: 2, iters: 364, time: 0.177, data: 0.002) D_A: 0.223 G_A: 0.404 cycle_A: 1.392 idt_A: 0.974 D_B: 0.203 G_B: 0.385 cycle_B: 2.144 idt_B: 0.632 
(epoch: 2, iters: 464, time: 0.170, data: 0.002) D_A: 0.259 G_A: 0.237 cycle_A: 3.268 idt_A: 1.056 D_B: 0.279 G_B: 0.313 cycle_B: 2.695 idt_B: 1.180 
(epoch: 2, iters: 564, time: 0.171, data: 0.002) D_A: 0.201 G_A: 0.404 cycle_A: 1.839 idt_A: 0.999 D_B: 0.280 G_B: 0.383 cycle_B: 2.273 idt_B: 0.864 
(epoch: 2, iters: 664, time: 0.216, data: 0.003) D_A: 0.252 G_A: 0.420 cycle_A: 1.950 idt_A: 0.773 D_B: 0.309 G_B: 0.336 cycle_B: 1.873 idt_B: 0.868 
(epoch: 2, iters: 764, time: 0.182, data: 0.002) D_A: 0.232 G_A: 0.380 cycle_A: 1.802 idt_A: 0.945 D_B: 0.267 G_B: 0.352 cycle_B: 2.584 idt_B: 0.846 
(epoch: 2, iters: 864, time: 0.173, data: 0.002) D_A: 0.268 G_A: 0.410 cycle_A: 2.247 idt_A: 0.982 D_B: 0.207 G_B: 0.248 cycle_B: 2.226 idt_B: 0.900 
(epoch: 2, iters: 964, time: 0.166, data: 0.003) D_A: 0.219 G_A: 0.375 cycle_A: 2.191 idt_A: 0.859 D_B: 0.244 G_B: 0.371 cycle_B: 1.976 idt_B: 0.908 
(epoch: 2, iters: 1064, time: 0.207, data: 0.002) D_A: 0.281 G_A: 0.223 cycle_A: 1.506 idt_A: 0.965 D_B: 0.267 G_B: 0.466 cycle_B: 1.942 idt_B: 0.772 
(epoch: 2, iters: 1164, time: 0.169, data: 0.004) D_A: 0.199 G_A: 0.430 cycle_A: 2.593 idt_A: 0.745 D_B: 0.234 G_B: 0.309 cycle_B: 1.605 idt_B: 1.285 
(epoch: 2, iters: 1264, time: 0.170, data: 0.003) D_A: 0.314 G_A: 0.277 cycle_A: 1.716 idt_A: 1.056 D_B: 0.281 G_B: 0.284 cycle_B: 1.995 idt_B: 0.767 
(epoch: 3, iters: 28, time: 0.170, data: 0.002) D_A: 0.302 G_A: 0.399 cycle_A: 1.990 idt_A: 0.786 D_B: 0.252 G_B: 0.344 cycle_B: 1.769 idt_B: 0.772 
(epoch: 3, iters: 128, time: 0.227, data: 0.004) D_A: 0.244 G_A: 0.294 cycle_A: 1.633 idt_A: 0.964 D_B: 0.264 G_B: 0.302 cycle_B: 2.001 idt_B: 0.659 
(epoch: 3, iters: 228, time: 0.186, data: 0.002) D_A: 0.241 G_A: 0.430 cycle_A: 1.951 idt_A: 0.717 D_B: 0.245 G_B: 0.365 cycle_B: 1.813 idt_B: 0.891 
(epoch: 3, iters: 328, time: 0.172, data: 0.002) D_A: 0.226 G_A: 0.399 cycle_A: 1.942 idt_A: 0.931 D_B: 0.220 G_B: 0.397 cycle_B: 1.785 idt_B: 0.932 
(epoch: 3, iters: 428, time: 0.178, data: 0.002) D_A: 0.225 G_A: 0.358 cycle_A: 1.680 idt_A: 0.784 D_B: 0.210 G_B: 0.362 cycle_B: 1.764 idt_B: 0.785 
(epoch: 3, iters: 528, time: 0.214, data: 0.002) D_A: 0.224 G_A: 0.389 cycle_A: 1.910 idt_A: 0.894 D_B: 0.269 G_B: 0.293 cycle_B: 2.022 idt_B: 0.893 
